clean_text,sentiment
cant wait till westlife cum back missing soo soo much,negative
thanks article danica,positive
checkin tropic thunder eatin corn pops ... yeah good nite,positive
hate find perfect pair jeans online find makes sad hello skinny jeans perfect,negative
hahahahahha ... one best hahaha ... hope take care,positive
cleaned room,positive
saying goodbye sydney days hello rapeville .... miss pretty,negative
feel good something like working making money,positive
mean get chocolate ice cream like ... chocolate chip solves ice cream amp chocolate need,positive
thinking coming sweden,positive
big crush find fan broken,positive
going live blogging freshnet session hit refresh every amp,positive
got updated blogspot thing ... thats retarded,negative
plans today friday wiff val charweee,positive
good morning babiesss feel like straightening hair takes min,negative
look fog ... coming time soon,negative
miss jordy wordy father day,negative
online marketing mission statement something like psykoid.com,positive
kinda cold laying poolside,negative
miss scotland tour,negative
feel bad brother ... graduated high school yesterday parents egypt alone,negative
redeorating restaurant,positive
stupid phone got retarded today sad lost pictures bye bye past weeks ...,negative
happy sad excited nervous specific name complicated huh yea graduation,positive
larryyyyyy never respond hahahahahahahaha,negative
says good evening plurkess,positive
rode edge storm home hail soon got door skys opened walk dog storm,positive
pretty bummy .... app first push another pup,negative
teary eyed hoping cousin find strength stay alive cancer,negative
quot god gives life waste loser quot,positive
played uno tired dont wan bed,negative
laying horrible headache,negative
yes true food awesome got jumbo onion rings check twitpic pic lol amp philly cheesesteak,positive
getting roll yeaah white rapper,positive
good morning jason yeah went bed 1am get 6am tired still long day ahead tho lol,negative
,negative
omg ages well starting come back slowly surely,negative
hate old cases one bit,negative
congrats youll win last song eventually girl dont worry,positive
yeah ... maybe one day pay nice day,positive
still giving blues tonight tho reckon first try decides game origin,positive
yay torchwood gone slow,negative
sounds redneck kansas hahaha,positive
lookin forward chattyman book well funny,positive
yessss done video fly,positive
hungry tired yet great mood,positive
new tegan amp sara video rofl genius everyone ... fine saturday,positive
meg neck ache plugged xxx,negative
leaving work trying decide return sunday afternoon monday meet noon time deadline,negative
missy higgins ugh call police,positive
want shave head,positive
nobody cares grammar anymore,negative
oooo sound good,positive
god cheery chat somehow back news know vera drake hmm pleasant,negative
thanks support,positive
awww man woke sick,negative
smoking years smoke weeks day woooohooooo happy days,positive
sooo peeps tell gon early night wishing caked instead,negative
year ago move tons tons packing material save though,negative
wan manchester apollo,positive
thanx hun,positive
yes bloody work,negative
busy day genesis bicycles easton pa. got great ride hubby shop work,positive
yeah story life pooor puppy,negative
excuse interesting question please afternoon bleh nudge nudge,negative
choke shisha safa still,negative
top bad thanks,positive
must get butt see shows concerts last one spice girls,negative
meant post office closed hope return package,negative
lololol ... good afternoon miss mil yonz long night lol hope feeling better,positive
hey thanks lot coverage motepulciano congrats girl make happy,positive
zaceed also nice tat,positive
sorry,negative
quote day people maybe remember said remember made feel ...,positive
favorite part tonight show jay leno jaywalking loved miss,negative
got home leave another grad party,positive
could make look like stoner punk sheesh let remind real holiday,positive
holy careful cropping batman,positive
lol many favorites thanks tho,positive
god book like listening record repeat times get aid africa amp help shut fuck,negative
never early late,positive
ugh laptop randomly stopped working ... panick done,negative
thanks,positive
true,positive
hung boy tomorro seeing emma bribear excited,positive
poor subo,negative
paul huge yin like baby arm,negative
mikey worm virus kid hacks acct know get rid help,negative
ppl already carribean fusion ... heard poppin ...,positive
lol thing sucks almost got nose pierced today since,negative
good time relationship maybe good time flings though young young got years,positive
still recovering weekend least today ...,negative
finally done coursewrok thank god time chillax,positive
got sore stomach home sulking,negative
bbq aft,positive
coma car accident,negative
watchen fresh prince bel air ... still missen hubby,negative
asking kris allen twitter account,positive
actually ... potato tuber also known root vegetable ... hey irish know spuds,positive
watching slither ... gunna nightmares worth though lol great movie,positive
new etsy baseball stud earrings,positive
going home late today tiring loooooong day work .....,negative
hey nothign checked website yet,positive
eating dinner tubby want cow tongue,negative
tried convincing parents good want pet,negative
36ach 3a6anee ... queen online shopping,positive
